customer_id,tenure_months,contract,internet_service,monthly_charges,total_charges,tech_support,online_security,paperless_billing,payment_method,num_support_calls,senior_citizen,partner,dependents,churn
CUST-02236,53,One year,DSL,43.23,2174.66,Yes,No,Yes,Electronic check,0,0,No,No,1
CUST-02237,4,Two year,No,46.38,213.24,No,No,Yes,Bank transfer,2,0,Yes,Yes,1
CUST-02238,1,One year,Fiber optic,63.69,129.77,No,Yes,No,Bank transfer,2,0,Yes,Yes,1
CUST-02239,6,Month-to-month,No,79.5,540.69,No,No,No,Electronic check,2,0,Yes,Yes,0
CUST-02240,37,Two year,Fiber optic,81.75,3047.37,No,No,Yes,Mailed check,1,0,Yes,No,0
CUST-02241,0,Two year,Fiber optic,41.4,39.59,No,Yes,Yes,Electronic check,4,0,No,No,1
CUST-02242,20,Month-to-month,No,40.26,787.64,Yes,No,No,Electronic check,2,0,No,No,0
CUST-02243,72,Month-to-month,No,42.08,2807.92,No,No,Yes,Electronic check,2,0,No,No,0
CUST-02244,46,Month-to-month,Fiber optic,62.22,2665.21,No,Yes,Yes,Bank transfer,2,1,Yes,No,0
CUST-02245,17,Month-to-month,Fiber optic,59.75,997.82,Yes,No,Yes,Bank transfer,2,0,No,No,1
CUST-02246,1,One year,Fiber optic,41.25,84.77,No,Yes,No,Credit card,1,0,Yes,No,0
CUST-02247,42,Two year,Fiber optic,71.74,2876.54,No,Yes,Yes,Mailed check,2,0,Yes,No,0
CUST-02248,21,Month-to-month,Fiber optic,120.0,2516.51,Yes,Yes,Yes,Electronic check,2,0,Yes,Yes,1
CUST-02249,2,Two year,No,52.38,154.93,No,No,Yes,Electronic check,1,1,Yes,Yes,0
CUST-02250,2,Two year,DSL,54.16,158.7,No,No,Yes,Credit card,1,0,Yes,No,0
CUST-02251,57,Two year,DSL,78.99,4580.84,No,No,Yes,Mailed check,2,0,No,No,0
CUST-02252,26,Month-to-month,DSL,51.03,1280.19,No,No,Yes,Bank transfer,0,0,Yes,No,0
CUST-02253,42,Two year,DSL,81.72,3438.79,No,No,Yes,Electronic check,2,0,Yes,Yes,0
CUST-02254,50,Month-to-month,DSL,47.04,2435.42,Yes,No,Yes,Mailed check,1,0,No,Yes,0
CUST-02255,20,One year,DSL,110.8,2229.37,Yes,No,Yes,Electronic check,0,0,No,No,0
CUST-02256,17,Month-to-month,Fiber optic,73.62,1385.83,Yes,No,Yes,Electronic check,1,0,Yes,No,0
CUST-02257,13,Month-to-month,DSL,49.5,683.78,No,Yes,No,Bank transfer,2,0,No,No,0
CUST-02258,9,One year,DSL,50.28,503.42,No,No,Yes,Mailed check,2,0,No,No,1
CUST-02259,13,Month-to-month,No,52.16,707.5,No,No,Yes,Electronic check,1,0,Yes,No,1
CUST-02260,35,Month-to-month,No,99.32,3678.06,No,No,No,Credit card,2,0,No,No,0
CUST-02261,22,Month-to-month,Fiber optic,33.28,740.73,No,Yes,Yes,Mailed check,2,1,Yes,No,0
CUST-02262,53,One year,DSL,48.3,2716.03,No,No,Yes,Electronic check,1,0,No,No,0
CUST-02263,14,Month-to-month,Fiber optic,50.96,723.22,Yes,No,Yes,Credit card,2,0,Yes,Yes,1
CUST-02264,22,Two year,DSL,64.61,1530.42,No,No,No,Electronic check,0,0,Yes,No,0
CUST-02265,23,Month-to-month,Fiber optic,58.22,1391.56,No,Yes,No,Credit card,1,0,Yes,No,0
CUST-02266,21,Month-to-month,Fiber optic,27.72,621.95,No,Yes,Yes,Credit card,1,0,No,No,0
CUST-02267,29,Month-to-month,Fiber optic,55.0,1494.33,Yes,No,No,Electronic check,2,0,Yes,No,1
CUST-02268,6,Month-to-month,DSL,62.51,412.01,No,No,Yes,Mailed check,2,0,No,No,1
CUST-02269,17,Month-to-month,Fiber optic,49.3,911.41,No,No,No,Electronic check,2,0,No,Yes,0
CUST-02270,2,Month-to-month,No,82.17,233.63,Yes,No,Yes,Mailed check,2,0,No,No,1
CUST-02271,11,Two year,Fiber optic,87.99,1063.16,Yes,Yes,No,Bank transfer,1,0,Yes,No,0
CUST-02272,16,One year,No,63.04,1124.01,Yes,No,Yes,Electronic check,2,0,Yes,Yes,1
CUST-02273,25,Month-to-month,DSL,70.76,1704.68,No,No,Yes,Electronic check,3,0,Yes,No,0
CUST-02274,72,Month-to-month,Fiber optic,18.0,1264.9,Yes,No,Yes,Mailed check,2,1,No,Yes,0
CUST-02275,22,Two year,Fiber optic,54.47,1158.56,No,No,No,Mailed check,2,0,Yes,No,0
CUST-02276,32,Month-to-month,DSL,90.12,2745.39,No,No,No,Bank transfer,3,0,No,No,0
CUST-02277,16,Month-to-month,DSL,54.41,920.3,No,No,Yes,Bank transfer,1,0,Yes,Yes,1
CUST-02278,24,One year,DSL,46.57,1081.25,No,No,No,Bank transfer,1,0,No,No,0
CUST-02279,1,One year,Fiber optic,120.0,233.38,Yes,No,No,Credit card,0,0,Yes,No,1
CUST-02280,7,One year,DSL,110.48,925.11,No,No,No,Electronic check,1,0,No,Yes,0
CUST-02281,10,Month-to-month,No,76.69,801.38,Yes,Yes,Yes,Bank transfer,3,0,No,No,0
CUST-02282,15,Month-to-month,Fiber optic,93.47,1541.95,No,No,Yes,Mailed check,1,1,No,No,1
CUST-02283,1,One year,Fiber optic,18.0,34.54,Yes,No,Yes,Credit card,0,0,No,Yes,0
CUST-02284,3,Month-to-month,Fiber optic,45.31,170.26,No,No,Yes,Mailed check,0,0,No,No,1
CUST-02285,7,Month-to-month,DSL,53.25,404.89,No,No,No,Credit card,0,0,No,Yes,0
CUST-02286,72,Month-to-month,DSL,59.1,3965.5,No,No,No,Bank transfer,2,0,No,No,0
CUST-02287,9,Month-to-month,Fiber optic,52.75,528.47,No,No,No,Bank transfer,3,0,No,No,0
CUST-02288,15,Two year,Fiber optic,18.0,281.19,Yes,Yes,Yes,Mailed check,0,0,No,No,0
CUST-02289,5,Two year,Fiber optic,74.65,444.35,Yes,No,No,Mailed check,0,0,No,No,0
CUST-02290,22,One year,Fiber optic,78.59,1708.99,No,Yes,Yes,Mailed check,1,0,No,Yes,0
CUST-02291,7,Month-to-month,Fiber optic,105.05,838.74,No,No,No,Electronic check,1,1,No,No,1
CUST-02292,5,Month-to-month,No,45.29,251.28,No,No,Yes,Credit card,1,0,Yes,Yes,1
CUST-02293,17,Month-to-month,DSL,43.25,776.84,Yes,Yes,No,Bank transfer,1,0,No,No,1
CUST-02294,0,Month-to-month,Fiber optic,18.0,16.42,No,No,No,Credit card,4,0,Yes,Yes,0
CUST-02295,0,Two year,No,57.66,55.36,No,No,No,Mailed check,1,0,No,Yes,0
CUST-02296,5,Month-to-month,DSL,87.53,520.7,No,No,Yes,Electronic check,4,0,No,No,1
CUST-02297,0,Month-to-month,DSL,49.71,51.12,No,Yes,Yes,Bank transfer,1,0,No,No,0
CUST-02298,2,Month-to-month,Fiber optic,118.59,363.55,No,No,Yes,Mailed check,1,0,No,No,1
CUST-02299,9,One year,Fiber optic,58.59,573.62,Yes,No,Yes,Credit card,2,0,No,Yes,1
CUST-02300,38,Month-to-month,No,68.67,2765.18,Yes,Yes,No,Bank transfer,2,1,Yes,No,0
CUST-02301,20,Month-to-month,DSL,30.92,633.66,No,No,No,Electronic check,3,0,No,No,0
CUST-02302,17,Month-to-month,Fiber optic,72.18,1270.1,No,Yes,Yes,Bank transfer,1,1,Yes,No,1
CUST-02303,8,Two year,DSL,18.0,163.31,No,Yes,Yes,Bank transfer,1,0,No,No,0
CUST-02304,64,Month-to-month,No,82.34,5521.59,No,No,No,Bank transfer,2,0,No,No,0
CUST-02305,12,Two year,Fiber optic,83.11,1070.07,No,Yes,Yes,Mailed check,2,0,Yes,No,0
CUST-02306,2,Two year,DSL,98.98,309.3,No,No,Yes,Electronic check,5,1,No,Yes,1
CUST-02307,23,Month-to-month,No,39.5,886.27,No,No,No,Electronic check,2,1,Yes,No,0
CUST-02308,2,One year,Fiber optic,69.01,215.03,Yes,No,No,Bank transfer,0,1,Yes,No,0
CUST-02309,10,Month-to-month,DSL,79.1,812.02,No,Yes,Yes,Electronic check,2,0,Yes,No,0
CUST-02310,16,Two year,DSL,76.06,1265.82,No,No,Yes,Bank transfer,3,1,No,Yes,0
CUST-02311,49,Month-to-month,DSL,43.37,2210.58,Yes,Yes,Yes,Mailed check,0,0,No,No,0
CUST-02312,16,Month-to-month,Fiber optic,18.0,312.19,No,No,Yes,Credit card,0,0,No,Yes,0
CUST-02313,29,Month-to-month,Fiber optic,73.67,2081.3,No,No,Yes,Credit card,3,0,Yes,No,1
CUST-02314,72,Month-to-month,DSL,61.19,4680.76,No,No,Yes,Bank transfer,1,0,Yes,No,0
CUST-02315,3,Two year,Fiber optic,50.83,185.45,Yes,No,No,Mailed check,0,0,No,Yes,0
CUST-02316,7,Month-to-month,Fiber optic,84.1,609.03,Yes,No,No,Mailed check,1,1,No,No,1
CUST-02317,12,One year,Fiber optic,63.88,852.22,Yes,Yes,No,Electronic check,1,0,No,Yes,1
CUST-02318,13,Month-to-month,Fiber optic,32.02,458.52,Yes,No,Yes,Electronic check,0,0,No,No,0
CUST-02319,12,Two year,No,18.0,235.62,No,No,Yes,Bank transfer,1,0,Yes,Yes,0
CUST-02320,57,Month-to-month,Fiber optic,36.78,2192.15,Yes,No,No,Credit card,0,0,Yes,No,0
CUST-02321,30,Month-to-month,No,120.0,3424.76,No,Yes,No,Electronic check,1,0,Yes,Yes,0
CUST-02322,22,Month-to-month,Fiber optic,83.07,1746.97,Yes,Yes,No,Mailed check,3,0,Yes,No,1
CUST-02323,8,One year,DSL,69.72,655.97,Yes,Yes,No,Bank transfer,2,0,No,Yes,0
CUST-02324,41,Month-to-month,Fiber optic,60.46,2523.16,No,Yes,No,Credit card,2,0,No,No,0
CUST-02325,72,Month-to-month,DSL,58.82,4456.93,No,No,Yes,Electronic check,1,0,No,No,0
CUST-02326,41,Month-to-month,DSL,94.18,4097.83,No,No,Yes,Electronic check,1,0,Yes,Yes,0
CUST-02327,0,One year,Fiber optic,52.74,52.63,No,Yes,Yes,Credit card,1,0,Yes,No,0
CUST-02328,24,Month-to-month,No,79.42,1974.13,No,No,No,Electronic check,2,1,No,No,1
CUST-02329,1,One year,Fiber optic,56.29,107.4,No,No,Yes,Bank transfer,1,0,No,No,0
CUST-02330,7,Month-to-month,DSL,113.5,837.51,No,No,No,Bank transfer,2,1,No,No,0
CUST-02331,1,Two year,No,83.56,167.62,Yes,No,Yes,Mailed check,1,0,No,No,0
CUST-02332,22,Two year,No,96.14,2261.37,No,Yes,No,Mailed check,1,0,Yes,No,0
CUST-02333,27,Month-to-month,No,50.39,1385.09,Yes,Yes,Yes,Credit card,2,1,No,No,1
CUST-02334,2,Month-to-month,Fiber optic,91.45,249.01,No,No,Yes,Electronic check,0,0,Yes,No,0
CUST-02335,11,Month-to-month,Fiber optic,57.19,632.57,Yes,Yes,No,Electronic check,1,0,No,No,1
CUST-02336,14,Month-to-month,Fiber optic,67.75,930.17,No,Yes,Yes,Mailed check,2,0,No,No,1
CUST-02337,11,Month-to-month,DSL,105.88,1268.88,No,No,Yes,Mailed check,3,0,No,No,1
CUST-02338,3,One year,DSL,38.93,153.34,Yes,Yes,Yes,Bank transfer,1,0,No,No,0
CUST-02339,13,Month-to-month,Fiber optic,70.08,951.66,No,No,No,Credit card,2,1,No,No,1
CUST-02340,33,Two year,DSL,75.95,2534.56,Yes,No,No,Credit card,0,0,No,No,0
CUST-02341,1,Month-to-month,Fiber optic,78.0,146.86,Yes,No,No,Electronic check,2,0,No,Yes,1
CUST-02342,2,One year,Fiber optic,53.73,164.53,No,No,No,Electronic check,1,0,Yes,Yes,0
CUST-02343,10,Month-to-month,DSL,117.16,1223.4,No,Yes,No,Electronic check,3,0,No,No,1
CUST-02344,68,Month-to-month,DSL,32.63,2243.92,No,No,Yes,Credit card,2,0,No,No,1
CUST-02345,26,Month-to-month,No,101.47,2626.35,No,No,Yes,Mailed check,0,0,No,No,0
CUST-02346,27,Month-to-month,Fiber optic,95.38,2432.49,No,No,Yes,Mailed check,2,0,No,Yes,1
CUST-02347,10,Month-to-month,DSL,112.52,1161.65,No,Yes,Yes,Credit card,1,0,Yes,No,1
CUST-02348,21,One year,Fiber optic,25.29,581.29,No,No,No,Mailed check,5,1,No,No,1
CUST-02349,0,Two year,Fiber optic,43.28,40.19,Yes,No,Yes,Electronic check,0,0,Yes,Yes,0
CUST-02350,24,Month-to-month,DSL,102.3,2342.0,Yes,Yes,Yes,Mailed check,1,0,No,No,0
CUST-02351,58,Month-to-month,No,18.07,1006.08,Yes,Yes,Yes,Bank transfer,3,0,No,No,0
CUST-02352,22,Month-to-month,Fiber optic,24.84,589.42,No,Yes,Yes,Bank transfer,3,0,No,Yes,0
CUST-02353,49,Month-to-month,Fiber optic,52.79,2496.71,Yes,No,No,Bank transfer,2,0,No,No,0
CUST-02354,30,Month-to-month,DSL,69.8,2082.89,Yes,Yes,Yes,Electronic check,1,0,Yes,Yes,0
CUST-02355,3,One year,Fiber optic,104.81,396.82,No,No,No,Electronic check,0,1,No,No,0
CUST-02356,55,Two year,No,60.37,3544.16,Yes,No,Yes,Bank transfer,0,0,Yes,No,0
CUST-02357,1,Two year,DSL,49.79,104.56,No,No,No,Credit card,0,0,No,Yes,0
CUST-02358,18,Month-to-month,Fiber optic,72.78,1344.68,Yes,No,Yes,Electronic check,1,0,No,No,0
CUST-02359,3,Two year,DSL,76.74,312.4,Yes,No,Yes,Electronic check,1,0,No,No,0
CUST-02360,0,One year,DSL,76.03,70.94,Yes,No,No,Bank transfer,4,0,No,No,0
CUST-02361,13,Month-to-month,Fiber optic,60.55,810.52,No,No,Yes,Mailed check,2,0,No,No,1
CUST-02362,8,Month-to-month,DSL,18.0,162.31,No,No,Yes,Electronic check,1,1,Yes,No,0
CUST-02363,15,Two year,Fiber optic,42.06,634.57,Yes,Yes,Yes,Mailed check,3,0,Yes,No,0
CUST-02364,20,Month-to-month,DSL,100.51,1970.78,Yes,Yes,Yes,Credit card,2,0,Yes,Yes,0
CUST-02365,1,Month-to-month,Fiber optic,69.68,144.7,No,Yes,No,Bank transfer,1,0,No,Yes,0
CUST-02366,3,Month-to-month,No,56.94,213.33,No,No,Yes,Mailed check,0,1,No,Yes,1
CUST-02367,19,One year,Fiber optic,92.95,1689.63,No,Yes,No,Credit card,0,0,No,No,0
CUST-02368,10,Month-to-month,Fiber optic,36.75,409.37,No,No,Yes,Electronic check,2,0,No,No,1
CUST-02369,31,Two year,No,59.37,1779.18,No,No,Yes,Mailed check,0,0,No,Yes,0
CUST-02370,25,One year,Fiber optic,68.44,1721.66,No,Yes,Yes,Mailed check,1,0,Yes,Yes,1
CUST-02371,44,One year,Fiber optic,53.97,2226.42,No,No,No,Mailed check,3,0,No,No,0
CUST-02372,28,Month-to-month,Fiber optic,67.52,1782.4,No,No,Yes,Credit card,2,1,No,No,1
CUST-02373,13,One year,Fiber optic,60.31,818.22,Yes,No,No,Electronic check,1,0,Yes,No,1
CUST-02374,26,Month-to-month,No,30.02,770.47,Yes,No,Yes,Electronic check,1,0,No,No,1
CUST-02375,7,Month-to-month,DSL,69.54,542.91,Yes,No,No,Credit card,5,0,No,No,0
CUST-02376,8,Month-to-month,Fiber optic,31.79,298.95,Yes,Yes,No,Electronic check,1,0,Yes,Yes,0
CUST-02377,37,Month-to-month,DSL,69.14,2525.14,Yes,Yes,Yes,Mailed check,2,0,Yes,No,0
CUST-02378,14,One year,DSL,99.35,1475.94,Yes,No,No,Mailed check,2,0,Yes,No,0
CUST-02379,38,Month-to-month,No,57.97,2067.84,No,No,Yes,Credit card,2,1,No,No,0
CUST-02380,41,Month-to-month,Fiber optic,35.71,1549.15,No,Yes,Yes,Mailed check,3,0,Yes,No,0
CUST-02381,46,Month-to-month,DSL,61.83,2966.69,No,Yes,Yes,Mailed check,0,0,Yes,No,0
CUST-02382,59,Two year,DSL,44.2,2594.61,No,No,No,Bank transfer,2,0,Yes,Yes,0
CUST-02383,13,One year,DSL,79.86,1036.99,Yes,Yes,Yes,Credit card,4,0,Yes,No,0
CUST-02384,9,One year,DSL,61.3,590.87,No,No,Yes,Credit card,1,0,No,No,0
CUST-02385,20,Month-to-month,Fiber optic,107.74,2137.21,No,No,No,Electronic check,3,0,No,No,1
CUST-02386,11,Month-to-month,DSL,94.07,1184.35,Yes,Yes,Yes,Credit card,1,0,Yes,Yes,1
CUST-02387,22,Two year,DSL,61.17,1369.8,Yes,No,Yes,Credit card,0,0,No,No,0
CUST-02388,29,Month-to-month,No,82.89,2395.53,Yes,Yes,No,Bank transfer,0,0,Yes,No,0
CUST-02389,27,Month-to-month,Fiber optic,55.17,1429.46,Yes,No,Yes,Bank transfer,2,0,Yes,Yes,0
CUST-02390,11,One year,DSL,65.85,739.52,Yes,No,Yes,Mailed check,2,0,Yes,Yes,0
CUST-02391,4,Month-to-month,No,55.96,281.69,Yes,No,No,Bank transfer,2,1,No,Yes,0
CUST-02392,13,Two year,DSL,84.16,1154.95,Yes,No,Yes,Bank transfer,0,0,Yes,No,0
CUST-02393,3,Month-to-month,No,100.82,384.61,Yes,Yes,Yes,Electronic check,3,1,No,No,1
CUST-02394,52,Month-to-month,No,84.97,4253.71,No,No,Yes,Electronic check,5,0,Yes,Yes,0
CUST-02395,10,Month-to-month,Fiber optic,88.05,900.86,Yes,No,No,Electronic check,0,0,Yes,No,0
CUST-02396,4,Month-to-month,DSL,88.08,398.6,Yes,Yes,Yes,Credit card,4,1,No,No,1
CUST-02397,0,Two year,Fiber optic,78.78,82.45,No,Yes,Yes,Bank transfer,2,0,No,Yes,0
CUST-02398,24,One year,DSL,36.52,924.84,No,Yes,Yes,Mailed check,1,1,Yes,No,1
CUST-02399,24,Month-to-month,Fiber optic,107.52,2793.32,Yes,Yes,Yes,Credit card,4,0,Yes,No,1
CUST-02400,9,Month-to-month,DSL,110.11,1059.13,No,No,No,Bank transfer,3,0,No,No,1
CUST-02401,1,One year,DSL,59.15,121.9,Yes,Yes,Yes,Credit card,3,0,Yes,No,1
CUST-02402,12,One year,Fiber optic,55.73,679.89,Yes,No,No,Electronic check,3,0,Yes,Yes,0
CUST-02403,8,Month-to-month,Fiber optic,80.31,705.79,Yes,Yes,Yes,Mailed check,2,1,Yes,No,1
CUST-02404,27,Month-to-month,No,78.77,2051.99,No,Yes,Yes,Bank transfer,3,0,No,Yes,1
CUST-02405,22,Month-to-month,Fiber optic,59.95,1400.29,Yes,Yes,Yes,Electronic check,2,0,Yes,No,1
CUST-02406,10,One year,Fiber optic,33.75,361.84,No,Yes,Yes,Electronic check,0,0,No,No,0
CUST-02407,5,Two year,Fiber optic,72.64,427.32,Yes,No,Yes,Mailed check,0,0,No,No,0
CUST-02408,72,Month-to-month,No,78.79,5918.0,No,No,No,Bank transfer,1,0,No,No,0
CUST-02409,14,One year,No,83.15,1260.82,Yes,Yes,No,Mailed check,0,0,No,No,0
CUST-02410,27,Month-to-month,DSL,73.73,2157.22,No,No,Yes,Mailed check,2,0,No,No,1
CUST-02411,3,Month-to-month,No,58.22,223.75,No,No,No,Mailed check,1,0,No,No,0
CUST-02412,15,Month-to-month,Fiber optic,89.85,1393.35,No,No,No,Electronic check,0,1,Yes,No,1
CUST-02413,0,Two year,No,66.65,66.14,Yes,No,Yes,Credit card,0,0,Yes,No,0
CUST-02414,16,Month-to-month,Fiber optic,53.38,878.42,No,No,Yes,Electronic check,4,0,Yes,Yes,1
CUST-02415,72,Month-to-month,Fiber optic,60.48,4251.43,No,No,No,Bank transfer,2,0,No,Yes,0
CUST-02416,11,Month-to-month,Fiber optic,21.35,243.67,Yes,No,Yes,Electronic check,2,0,No,No,0
CUST-02417,0,Month-to-month,DSL,60.44,61.94,No,Yes,No,Mailed check,1,0,No,No,0
CUST-02418,0,Month-to-month,DSL,82.21,80.57,No,No,No,Credit card,1,0,No,No,0
CUST-02419,11,One year,Fiber optic,73.49,874.04,No,No,Yes,Credit card,1,0,Yes,No,0
CUST-02420,4,Month-to-month,No,103.02,479.36,Yes,No,No,Mailed check,0,0,No,No,0
CUST-02421,0,One year,Fiber optic,58.43,54.79,No,No,Yes,Electronic check,0,0,Yes,Yes,1
CUST-02422,33,Month-to-month,Fiber optic,77.18,2495.46,Yes,No,Yes,Electronic check,1,0,No,No,1
CUST-02423,14,Month-to-month,DSL,84.82,1233.88,No,No,Yes,Electronic check,1,0,No,No,1
CUST-02424,8,Month-to-month,DSL,120.0,979.12,No,No,Yes,Bank transfer,0,1,No,No,1
CUST-02425,55,Month-to-month,No,68.62,3970.52,No,No,Yes,Mailed check,3,0,No,No,1
CUST-02426,2,Month-to-month,DSL,38.9,120.85,Yes,No,Yes,Bank transfer,1,0,Yes,Yes,1
CUST-02427,72,Month-to-month,DSL,86.2,6287.89,No,Yes,No,Bank transfer,0,0,Yes,No,0
CUST-02428,9,One year,Fiber optic,111.64,1057.69,Yes,Yes,Yes,Electronic check,4,0,No,No,0
CUST-02429,52,One year,DSL,56.94,2890.46,No,No,Yes,Bank transfer,1,1,No,Yes,0
CUST-02430,22,Month-to-month,No,86.03,1998.69,No,Yes,Yes,Credit card,1,0,No,No,0
CUST-02431,42,Month-to-month,Fiber optic,95.72,3881.12,No,No,Yes,Bank transfer,1,0,No,No,0
CUST-02432,72,Month-to-month,No,90.43,6544.21,Yes,No,Yes,Credit card,1,1,Yes,No,0
CUST-02433,8,Month-to-month,DSL,68.14,635.3,Yes,No,No,Bank transfer,4,0,No,No,0
CUST-02434,72,Month-to-month,Fiber optic,47.54,3337.04,Yes,No,Yes,Bank transfer,0,0,No,Yes,0
CUST-02435,11,Two year,No,62.97,746.62,No,No,No,Credit card,2,0,No,No,0
CUST-02436,11,Month-to-month,DSL,76.47,953.69,Yes,No,Yes,Bank transfer,2,0,No,No,0
CUST-02437,9,Month-to-month,Fiber optic,87.71,834.2,No,No,No,Mailed check,2,0,Yes,Yes,0
CUST-02438,18,Month-to-month,Fiber optic,73.35,1413.09,No,No,Yes,Mailed check,1,0,Yes,Yes,1
CUST-02439,4,Month-to-month,Fiber optic,55.5,281.18,Yes,No,Yes,Credit card,3,0,Yes,No,1
CUST-02440,19,One year,No,78.88,1639.56,Yes,No,No,Electronic check,3,0,Yes,Yes,0
CUST-02441,18,Month-to-month,DSL,86.5,1690.81,Yes,No,Yes,Mailed check,2,0,No,Yes,0
CUST-02442,34,Month-to-month,No,74.49,2639.28,Yes,No,No,Mailed check,1,0,No,No,0
CUST-02443,43,One year,Fiber optic,44.1,1931.62,No,Yes,No,Bank transfer,3,0,Yes,Yes,0
CUST-02444,13,Month-to-month,Fiber optic,60.46,792.42,No,Yes,Yes,Bank transfer,2,0,Yes,No,0
CUST-02445,8,One year,Fiber optic,88.7,798.78,No,No,No,Mailed check,2,0,Yes,Yes,1
CUST-02446,7,One year,DSL,30.42,229.12,Yes,No,No,Electronic check,3,0,No,No,0
CUST-02447,5,Month-to-month,No,18.0,104.33,No,No,Yes,Credit card,0,0,No,No,1
CUST-02448,1,One year,DSL,102.7,206.73,Yes,Yes,Yes,Bank transfer,1,1,No,Yes,0
CUST-02449,10,Month-to-month,Fiber optic,77.79,856.75,Yes,No,Yes,Credit card,0,0,No,No,1
CUST-02450,7,Month-to-month,No,80.17,615.82,No,Yes,Yes,Electronic check,3,0,Yes,No,1
CUST-02451,72,Month-to-month,DSL,38.08,2578.03,No,No,Yes,Bank transfer,2,0,Yes,No,0
CUST-02452,19,Month-to-month,Fiber optic,83.44,1623.11,Yes,No,No,Bank transfer,0,0,No,No,0
CUST-02453,10,One year,No,71.88,743.63,No,No,No,Mailed check,2,0,No,Yes,0
CUST-02454,20,Two year,Fiber optic,25.39,500.3,No,Yes,No,Credit card,0,0,Yes,No,0
CUST-02455,3,Two year,Fiber optic,100.61,381.92,No,No,No,Electronic check,2,0,Yes,No,0
CUST-02456,14,One year,Fiber optic,68.97,1040.69,Yes,No,Yes,Bank transfer,2,0,Yes,No,0
CUST-02457,23,Month-to-month,DSL,55.1,1288.8,No,No,Yes,Bank transfer,1,0,No,No,0
CUST-02458,16,Month-to-month,Fiber optic,55.55,902.78,No,No,No,Mailed check,1,1,No,No,1
CUST-02459,12,Month-to-month,Fiber optic,18.0,242.21,No,No,Yes,Bank transfer,1,0,Yes,Yes,0
CUST-02460,72,Month-to-month,Fiber optic,79.83,5862.66,No,Yes,No,Electronic check,1,0,No,No,0
CUST-02461,50,Month-to-month,DSL,71.55,3554.9,No,Yes,Yes,Bank transfer,0,0,Yes,No,0
CUST-02462,23,Two year,No,60.15,1390.47,No,No,Yes,Electronic check,1,0,No,No,0
CUST-02463,20,Month-to-month,DSL,96.96,2082.65,Yes,No,Yes,Mailed check,1,1,Yes,Yes,0
CUST-02464,23,Month-to-month,Fiber optic,30.4,675.56,No,Yes,Yes,Electronic check,1,0,No,No,1
CUST-02465,5,Month-to-month,Fiber optic,50.08,300.37,Yes,No,Yes,Mailed check,1,0,Yes,Yes,1
CUST-02466,12,Two year,Fiber optic,43.75,513.67,Yes,No,Yes,Bank transfer,1,0,No,Yes,0
CUST-02467,0,One year,Fiber optic,58.03,52.29,No,Yes,Yes,Credit card,0,1,Yes,No,0
CUST-02468,15,One year,DSL,66.69,1109.47,Yes,Yes,Yes,Mailed check,0,0,Yes,No,0
CUST-02469,18,Month-to-month,DSL,75.75,1406.29,No,No,Yes,Electronic check,1,0,Yes,No,0
CUST-02470,6,Two year,DSL,56.33,373.52,No,No,Yes,Mailed check,0,0,No,No,0
CUST-02471,72,Month-to-month,DSL,43.07,3204.49,No,Yes,No,Bank transfer,0,0,Yes,No,0
CUST-02472,57,Two year,Fiber optic,107.15,6511.29,No,Yes,Yes,Electronic check,0,1,Yes,Yes,0
CUST-02473,30,Month-to-month,Fiber optic,120.0,3367.2,Yes,No,Yes,Mailed check,0,0,No,No,0
CUST-02474,18,Month-to-month,DSL,68.58,1180.14,No,Yes,No,Bank transfer,1,0,No,No,0
CUST-02475,48,Month-to-month,Fiber optic,46.08,2321.63,No,No,No,Electronic check,1,0,Yes,No,0
CUST-02476,3,One year,Fiber optic,101.89,400.84,Yes,No,Yes,Electronic check,2,0,Yes,No,1
CUST-02477,37,Month-to-month,Fiber optic,28.83,1131.05,Yes,No,Yes,Electronic check,0,1,No,Yes,1
CUST-02478,3,Two year,Fiber optic,56.63,227.47,Yes,No,Yes,Mailed check,0,0,No,No,0
CUST-02479,37,Month-to-month,Fiber optic,47.6,1755.6,No,No,Yes,Electronic check,3,0,No,No,1
CUST-02480,7,Month-to-month,No,36.01,266.24,No,Yes,No,Bank transfer,0,0,Yes,No,0
CUST-02481,50,Month-to-month,No,58.0,2835.18,Yes,No,No,Electronic check,3,1,No,No,1
CUST-02482,69,Month-to-month,Fiber optic,43.4,3092.9,No,No,No,Mailed check,2,0,Yes,No,0
CUST-02483,3,Month-to-month,Fiber optic,65.32,244.32,Yes,Yes,No,Electronic check,4,0,Yes,Yes,1
CUST-02484,14,Month-to-month,DSL,65.68,991.95,No,Yes,Yes,Bank transfer,1,0,Yes,No,0
CUST-02485,72,One year,Fiber optic,49.47,3384.16,No,No,No,Credit card,3,0,No,No,0
CUST-02486,15,Month-to-month,Fiber optic,55.74,864.67,Yes,Yes,Yes,Bank transfer,1,0,No,No,0
CUST-02487,47,Two year,Fiber optic,59.23,2595.17,No,No,Yes,Mailed check,1,1,No,No,0
CUST-02488,21,One year,Fiber optic,85.25,1815.95,No,No,No,Bank transfer,1,0,Yes,No,0
CUST-02489,11,Two year,DSL,61.29,729.53,No,No,Yes,Electronic check,3,0,No,No,1
CUST-02490,8,Month-to-month,No,85.62,758.63,Yes,No,Yes,Electronic check,0,0,Yes,No,1
CUST-02491,5,Month-to-month,Fiber optic,79.65,459.25,Yes,No,No,Electronic check,2,1,No,Yes,0
